subj,session,trial,rt,object_response,category,condition,imagename,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,1,NaN,bicycle,airplane,0,airplane1-bicycle2.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,2,NaN,chair,airplane,0,airplane1-chair2.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,3,NaN,bird,airplane,0,airplane1-clock1.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,4,NaN,clock,airplane,0,airplane1-elephant1.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,5,NaN,airplane,airplane,0,airplane10-airplane1.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,6,NaN,elephant,airplane,0,airplane10-bear3.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,7,NaN,bottle,airplane,0,airplane10-boat3.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,8,NaN,truck,airplane,0,airplane10-car3.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,9,NaN,bird,airplane,0,airplane10-cat2.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,10,NaN,elephant,airplane,0,airplane10-dog3.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,11,NaN,elephant,airplane,0,airplane10-elephant1.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,12,NaN,bottle,airplane,0,airplane10-knife3.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,13,NaN,bottle,airplane,0,airplane10-oven2.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,14,NaN,truck,airplane,0,airplane10-truck1.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,15,NaN,elephant,airplane,0,airplane2-bear1.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,16,NaN,bicycle,airplane,0,airplane2-bicycle1.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,17,NaN,knife,airplane,0,airplane2-bird3.png,
gauss_6_sup_RN50_gauss_6_for_60_epoch5,1,18,NaN,bottle,airplane,0,airplane2-bottle1.png,
