subj,session,trial,rt,object_response,category,condition,imagename,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,1,NaN,bicycle,airplane,0,airplane1-bicycle2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,2,NaN,chair,airplane,0,airplane1-chair2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,3,NaN,bird,airplane,0,airplane1-clock1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,4,NaN,elephant,airplane,0,airplane1-elephant1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,5,NaN,airplane,airplane,0,airplane10-airplane1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,6,NaN,bear,airplane,0,airplane10-bear3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,7,NaN,boat,airplane,0,airplane10-boat3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,8,NaN,boat,airplane,0,airplane10-car3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,9,NaN,bird,airplane,0,airplane10-cat2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,10,NaN,dog,airplane,0,airplane10-dog3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,11,NaN,cat,airplane,0,airplane10-elephant1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,12,NaN,knife,airplane,0,airplane10-knife3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,13,NaN,oven,airplane,0,airplane10-oven2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,14,NaN,boat,airplane,0,airplane10-truck1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,15,NaN,cat,airplane,0,airplane2-bear1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,16,NaN,bicycle,airplane,0,airplane2-bicycle1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,17,NaN,boat,airplane,0,airplane2-bird3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,18,NaN,bottle,airplane,0,airplane2-bottle1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,19,NaN,dog,airplane,0,airplane2-cat1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,20,NaN,dog,airplane,0,airplane2-dog1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,21,NaN,airplane,airplane,0,airplane3-airplane2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,22,NaN,boat,airplane,0,airplane3-car1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,23,NaN,cat,airplane,0,airplane3-cat1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,24,NaN,bear,airplane,0,airplane3-chair3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,25,NaN,cat,airplane,0,airplane3-clock1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,26,NaN,dog,airplane,0,airplane3-dog1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,27,NaN,cat,airplane,0,airplane3-elephant1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,28,NaN,car,airplane,0,airplane3-keyboard2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,29,NaN,boat,airplane,0,airplane3-oven1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,30,NaN,airplane,airplane,0,airplane4-airplane1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,31,NaN,bear,airplane,0,airplane4-bear3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,32,NaN,bicycle,airplane,0,airplane4-bicycle2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,33,NaN,boat,airplane,0,airplane4-bird3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,34,NaN,boat,airplane,0,airplane4-boat3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,35,NaN,chair,airplane,0,airplane4-bottle1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,36,NaN,boat,airplane,0,airplane4-car1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,37,NaN,oven,airplane,0,airplane4-cat3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,38,NaN,cat,airplane,0,airplane4-dog2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,39,NaN,cat,airplane,0,airplane4-elephant1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,40,NaN,car,airplane,0,airplane4-keyboard3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,41,NaN,oven,airplane,0,airplane4-knife1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,42,NaN,boat,airplane,0,airplane4-truck2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,43,NaN,cat,airplane,0,airplane5-bear2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,44,NaN,bicycle,airplane,0,airplane5-bicycle1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,45,NaN,bird,airplane,0,airplane5-bird2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,46,NaN,boat,airplane,0,airplane5-boat3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,47,NaN,bottle,airplane,0,airplane5-bottle3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,48,NaN,airplane,airplane,0,airplane5-chair3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,49,NaN,dog,airplane,0,airplane5-dog3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,50,NaN,knife,airplane,0,airplane5-knife1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,51,NaN,chair,airplane,0,airplane5-oven3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,52,NaN,elephant,airplane,0,airplane6-bear3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,53,NaN,bottle,airplane,0,airplane6-bottle2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,54,NaN,airplane,airplane,0,airplane6-chair3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,55,NaN,knife,airplane,0,airplane6-keyboard3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,56,NaN,knife,airplane,0,airplane6-knife1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,57,NaN,airplane,airplane,0,airplane7-airplane3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,58,NaN,airplane,airplane,0,airplane7-bird3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,59,NaN,boat,airplane,0,airplane7-boat2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,60,NaN,bottle,airplane,0,airplane7-bottle3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,61,NaN,boat,airplane,0,airplane7-car1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,62,NaN,cat,airplane,0,airplane7-cat3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,63,NaN,keyboard,airplane,0,airplane7-clock3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,64,NaN,truck,airplane,0,airplane7-keyboard1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,65,NaN,boat,airplane,0,airplane7-truck1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,66,NaN,bicycle,airplane,0,airplane8-bicycle3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,67,NaN,cat,airplane,0,airplane8-bird1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,68,NaN,boat,airplane,0,airplane8-chair1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,69,NaN,keyboard,airplane,0,airplane8-clock2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,70,NaN,elephant,airplane,0,airplane8-elephant3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,71,NaN,truck,airplane,0,airplane8-oven2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,72,NaN,boat,airplane,0,airplane8-truck3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,73,NaN,airplane,airplane,0,airplane9-airplane2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,74,NaN,boat,airplane,0,airplane9-boat1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,75,NaN,boat,airplane,0,airplane9-car2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,76,NaN,oven,airplane,0,airplane9-clock1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,77,NaN,keyboard,airplane,0,airplane9-keyboard2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,78,NaN,knife,airplane,0,airplane9-knife3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,79,NaN,chair,airplane,0,airplane9-oven2.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,80,NaN,boat,airplane,0,airplane9-truck1.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,81,NaN,dog,bear,0,bear1-airplane3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,82,NaN,bear,bear,0,bear1-bear3.png,
shape_bias_gauss_1_sup_RN50_gauss_2_for_60_epoch5,1,83,NaN,bird,bear,0,bear1-bicycle3.png,
