subj,session,trial,rt,object_response,category,condition,imagename,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,1,NaN,dog,airplane,0,airplane1-bicycle2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,2,NaN,dog,airplane,0,airplane1-chair2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,3,NaN,dog,airplane,0,airplane1-clock1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,4,NaN,dog,airplane,0,airplane1-elephant1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,5,NaN,dog,airplane,0,airplane10-airplane1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,6,NaN,dog,airplane,0,airplane10-bear3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,7,NaN,dog,airplane,0,airplane10-boat3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,8,NaN,dog,airplane,0,airplane10-car3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,9,NaN,dog,airplane,0,airplane10-cat2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,10,NaN,dog,airplane,0,airplane10-dog3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,11,NaN,dog,airplane,0,airplane10-elephant1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,12,NaN,dog,airplane,0,airplane10-knife3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,13,NaN,dog,airplane,0,airplane10-oven2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,14,NaN,dog,airplane,0,airplane10-truck1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,15,NaN,dog,airplane,0,airplane2-bear1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,16,NaN,dog,airplane,0,airplane2-bicycle1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,17,NaN,dog,airplane,0,airplane2-bird3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,18,NaN,dog,airplane,0,airplane2-bottle1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,19,NaN,dog,airplane,0,airplane2-cat1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,20,NaN,dog,airplane,0,airplane2-dog1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,21,NaN,dog,airplane,0,airplane3-airplane2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,22,NaN,dog,airplane,0,airplane3-car1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,23,NaN,dog,airplane,0,airplane3-cat1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,24,NaN,dog,airplane,0,airplane3-chair3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,25,NaN,dog,airplane,0,airplane3-clock1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,26,NaN,dog,airplane,0,airplane3-dog1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,27,NaN,dog,airplane,0,airplane3-elephant1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,28,NaN,dog,airplane,0,airplane3-keyboard2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,29,NaN,dog,airplane,0,airplane3-oven1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,30,NaN,dog,airplane,0,airplane4-airplane1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,31,NaN,dog,airplane,0,airplane4-bear3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,32,NaN,dog,airplane,0,airplane4-bicycle2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,33,NaN,dog,airplane,0,airplane4-bird3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,34,NaN,dog,airplane,0,airplane4-boat3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,35,NaN,dog,airplane,0,airplane4-bottle1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,36,NaN,dog,airplane,0,airplane4-car1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,37,NaN,dog,airplane,0,airplane4-cat3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,38,NaN,dog,airplane,0,airplane4-dog2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,39,NaN,dog,airplane,0,airplane4-elephant1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,40,NaN,dog,airplane,0,airplane4-keyboard3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,41,NaN,dog,airplane,0,airplane4-knife1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,42,NaN,dog,airplane,0,airplane4-truck2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,43,NaN,dog,airplane,0,airplane5-bear2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,44,NaN,dog,airplane,0,airplane5-bicycle1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,45,NaN,dog,airplane,0,airplane5-bird2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,46,NaN,dog,airplane,0,airplane5-boat3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,47,NaN,dog,airplane,0,airplane5-bottle3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,48,NaN,dog,airplane,0,airplane5-chair3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,49,NaN,dog,airplane,0,airplane5-dog3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,50,NaN,dog,airplane,0,airplane5-knife1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,51,NaN,dog,airplane,0,airplane5-oven3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,52,NaN,dog,airplane,0,airplane6-bear3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,53,NaN,dog,airplane,0,airplane6-bottle2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,54,NaN,dog,airplane,0,airplane6-chair3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,55,NaN,dog,airplane,0,airplane6-keyboard3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,56,NaN,dog,airplane,0,airplane6-knife1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,57,NaN,dog,airplane,0,airplane7-airplane3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,58,NaN,dog,airplane,0,airplane7-bird3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,59,NaN,dog,airplane,0,airplane7-boat2.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,60,NaN,dog,airplane,0,airplane7-bottle3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,61,NaN,dog,airplane,0,airplane7-car1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,62,NaN,dog,airplane,0,airplane7-cat3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,63,NaN,dog,airplane,0,airplane7-clock3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,64,NaN,dog,airplane,0,airplane7-keyboard1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,65,NaN,dog,airplane,0,airplane7-truck1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,66,NaN,dog,airplane,0,airplane8-bicycle3.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,67,NaN,clock,airplane,0,airplane8-bird1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,68,NaN,dog,airplane,0,airplane8-chair1.png,
shape_bias_gauss_4_for_30_epoch_to_gauss_0_for_30_lr_15_epoch5,1,69,NaN,dog,airplane,0,airplane8-clock2.png,
