Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 255,354,591,0.4187192118226601,
airplane, 1, 23, 51, 0.041666666666666664, 
bicycle, 23, 21, 31, 0.5227272727272727, 
boat, 3, 21, 51, 0.125, 
car, 26, 18, 31, 0.5909090909090909, 
chair, 8, 21, 46, 0.27586206896551724, 
dog, 7, 25, 43, 0.21875, 
keyboard, 12, 28, 35, 0.3, 
oven, 17, 23, 35, 0.425, 
bear, 7, 24, 44, 0.22580645161290322, 
bird, 7, 22, 46, 0.2413793103448276, 
bottle, 41, 18, 16, 0.6949152542372882, 
cat, 11, 25, 39, 0.3055555555555556, 
clock, 50, 7, 18, 0.8771929824561403, 
elephant, 4, 30, 41, 0.11764705882352941, 
knife, 3, 23, 49, 0.11538461538461539, 
truck, 35, 25, 15, 0.5833333333333334, 
